restaurant_id,name,cuisine_type,location,owner_name,average_delivery_time,contact_number,rating,total_orders,is_active
bbf9d65d-6a56-4c92-b548-3764ee12ccd5,"Jackson, Smith and Reid",Italian,Walterborough,Jeremiah Daniel,44,(609)539-7385,5.0,5,False
ef7858c2-86ac-4585-9ce8-390992395f59,Diaz-Hernandez,Chinese,Danielleville,Veronica Simpson,43,+1-257-712-4540x91917,2.0,22,False
d8f559b3-8ec0-4717-b04a-c77dd285fcdc,Moss-Cook,Italian,Bethland,Margaret Kerr,13,339.616.8295,2.0,26,False
1f990a1c-44e3-41cc-b6f3-c0642fdad135,Graham PLC,Mexican,Michealstad,Garrett Gay,31,+1-810-888-1452x9377,3.0,31,True
db9cf57a-1b71-42cc-9005-47ecb844e35c,"Garrett, Dunn and Davis",Mexican,Ruizmouth,Robert Morales,21,001-491-706-1367x6848,2.0,6,True
2ccecb46-9246-4224-a912-999434b0ac5e,Roberts-Frey,Mexican,Amandafort,Michelle Jones,30,+1-376-582-1303x63068,2.0,31,True
25958f36-0417-42e8-8f4b-018b3bb9203d,Wang Group,Italian,Port Daniel,Kelly Small,25,607-702-9500x4331,2.0,16,True
cf8f8100-8774-4b12-b41b-f7fa3b08efe1,Bender and Sons,Arabian,Meadowsmouth,Michael Harvey,11,001-710-780-6416x128,1.0,50,False
ca1be751-841b-43f2-b4dc-5524f1bb0dda,Houston-Whitaker,Arabian,West Waynemouth,Joseph Hunt,60,+1-233-357-3798x48447,4.0,49,True
15c94f2d-1ae5-4f81-8d95-d57c582fe668,Estrada PLC,Chinese,Torresshire,Andrew Gomez,32,365-807-8399x75218,5.0,35,False
32a370d2-1a37-46da-aa29-5af58b065dda,"Greene, Townsend and Brennan",Italian,Port Shawn,Danielle Norton,60,(757)585-4279x93140,5.0,21,False
4c302946-5283-4629-8947-a205b724842f,"Mason, Livingston and Jackson",Chinese,Davidtown,Jennifer Young,52,(986)828-5777x366,1.0,9,True
2d6f86cc-781e-49e9-8158-4417bc8114be,Scott Group,Indian,East Matthewbury,Gina Barron,13,266.902.5746,4.0,3,True
3c65522c-014f-4023-b8e2-2a4de842826b,Harrington-Lawson,Mexican,Thomasshire,Anita Baker,59,001-790-838-5113x8702,5.0,27,True
ec17363d-c720-49c9-a1fc-84001a58f176,Stephens PLC,Arabian,Josephbury,Stephanie Schmidt,38,6938439252,4.0,50,False
09a69a01-c649-43d9-88dd-7b53ba9072d8,Heath LLC,Chinese,Michaelstad,Lauren Moore,15,001-311-906-6391x576,4.0,10,True
e386f647-28ff-41ab-b0ea-5a673626bc93,Terrell-Scott,Mexican,East Kyle,Brittany Cruz,59,001-355-239-2981,1.0,27,False
c0d3f29f-3d42-4cdc-85e3-97dd80eafb62,Foster and Sons,Arabian,Ortizton,Stacy Davis,16,+1-745-377-4917x4133,4.0,18,True
875defb9-e5d5-42f0-b123-49534f424298,Wright-Rodriguez,Mexican,Sotomouth,Cheryl Gibson,15,(693)824-8377,1.0,10,False
be3e37e3-e83e-49ac-8a40-d521a0ea01cb,Mcmahon-Summers,Chinese,Robynville,William White,28,(734)782-6604,2.0,2,True
8eda594e-76c9-4adf-a93d-d7130942b66e,Bryant-Parrish,Indian,North Kennethburgh,Robert Peters,46,597.991.1258x4932,3.0,48,False
